DRUG_ID,ICD,DRUG_DESC,ICD_NAME
5333,692.9,Histamine,Contact dermatitis and other eczema; unspecified cause
1114883,692.9,Turmeric extract,Contact dermatitis and other eczema; unspecified cause
21579,692.9,Copper Sulfate,Contact dermatitis and other eczema; unspecified cause
11423,692.9,Zinc Oxide,Contact dermatitis and other eczema; unspecified cause
281,692.9,Acyclovir,Contact dermatitis and other eczema; unspecified cause
20791,692.9,chlorhexidine gluconate,Contact dermatitis and other eczema; unspecified cause
7299,692.9,Neomycin,Contact dermatitis and other eczema; unspecified cause
27197,692.9,hydrocortisone acetate,Contact dermatitis and other eczema; unspecified cause
108118,692.9,Mometasone,Contact dermatitis and other eczema; unspecified cause
59943,692.9,imiquimod,Contact dermatitis and other eczema; unspecified cause
134568,692.9,bentoquatam,Contact dermatitis and other eczema; unspecified cause
23663,692.9,doxycycline hyclate,Contact dermatitis and other eczema; unspecified cause
217626,692.9,Hydrocortisone / Iodoquinol,Contact dermatitis and other eczema; unspecified cause
39954,692.9,Zinc Sulfate,Contact dermatitis and other eczema; unspecified cause
108088,692.9,Alclometasone,Contact dermatitis and other eczema; unspecified cause
6932,692.9,Miconazole,Contact dermatitis and other eczema; unspecified cause
2358,692.9,Chlorhexidine,Contact dermatitis and other eczema; unspecified cause
2623,692.9,Clotrimazole,Contact dermatitis and other eczema; unspecified cause
1418,692.9,Benzoyl Peroxide,Contact dermatitis and other eczema; unspecified cause
22701,692.9,dexpanthenol,Contact dermatitis and other eczema; unspecified cause
9100,692.9,Racemethionine,Contact dermatitis and other eczema; unspecified cause
11417,692.9,bacitracin zinc,Contact dermatitis and other eczema; unspecified cause
39952,692.9,zinc pyrithione,Contact dermatitis and other eczema; unspecified cause
10762,692.9,triamcinolone diacetate,Contact dermatitis and other eczema; unspecified cause
58300,692.9,Zinc Gluconate,Contact dermatitis and other eczema; unspecified cause
45318,692.9,halobetasol propionate,Contact dermatitis and other eczema; unspecified cause
9525,692.9,Salicylic Acid,Contact dermatitis and other eczema; unspecified cause
618453,692.9,gamma-Linolenate,Contact dermatitis and other eczema; unspecified cause
7597,692.9,Nystatin,Contact dermatitis and other eczema; unspecified cause
91311,692.9,Diflorasone,Contact dermatitis and other eczema; unspecified cause
114202,692.9,Lactate,Contact dermatitis and other eczema; unspecified cause
901199,692.9,sesame seed allergenic extract,Contact dermatitis and other eczema; unspecified cause
42316,692.9,Tacrolimus,Contact dermatitis and other eczema; unspecified cause
7405,692.9,Niacinamide,Contact dermatitis and other eczema; unspecified cause
6227,692.9,Lanolin,Contact dermatitis and other eczema; unspecified cause
6902,692.9,Methylprednisolone,Contact dermatitis and other eczema; unspecified cause
258347,692.9,Hyaluronan,Contact dermatitis and other eczema; unspecified cause
4461,692.9,Fluocinolone Acetonide,Contact dermatitis and other eczema; unspecified cause
10825,692.9,Trimeprazine,Contact dermatitis and other eczema; unspecified cause
891695,692.9,black walnut allergenic extract,Contact dermatitis and other eczema; unspecified cause
2669,692.9,Cod Liver Oil,Contact dermatitis and other eczema; unspecified cause
35382,692.9,resorcinol,Contact dermatitis and other eczema; unspecified cause
203179,692.9,Doxepin Hydrochloride,Contact dermatitis and other eczema; unspecified cause
1700,692.9,boric acid,Contact dermatitis and other eczema; unspecified cause
35400,692.9,retinol acetate,Contact dermatitis and other eczema; unspecified cause
35406,692.9,retinyl palmitate,Contact dermatitis and other eczema; unspecified cause
9346,692.9,Riboflavin,Contact dermatitis and other eczema; unspecified cause
8091,692.9,Petrolatum,Contact dermatitis and other eczema; unspecified cause
153972,692.9,Hydroxychloroquine Sulfate,Contact dermatitis and other eczema; unspecified cause
57555,692.9,Pramoxine hydrochloride,Contact dermatitis and other eczema; unspecified cause
28889,692.9,Loratadine,Contact dermatitis and other eczema; unspecified cause
587318,692.9,glycolic acid,Contact dermatitis and other eczema; unspecified cause
17652,692.9,amcinonide,Contact dermatitis and other eczema; unspecified cause
10223,692.9,Sulfur,Contact dermatitis and other eczema; unspecified cause
3264,692.9,Dexamethasone,Contact dermatitis and other eczema; unspecified cause
114203,692.9,feverfew extract,Contact dermatitis and other eczema; unspecified cause
21090,692.9,ciclopirox,Contact dermatitis and other eczema; unspecified cause
226724,692.9,[13C] urea,Contact dermatitis and other eczema; unspecified cause
1516,692.9,Betamethasone acetate,Contact dermatitis and other eczema; unspecified cause
1011404,692.9,mango allergenic extract,Contact dermatitis and other eczema; unspecified cause
30145,692.9,mometasone furoate,Contact dermatitis and other eczema; unspecified cause
5514,692.9,Hydroxocobalamin,Contact dermatitis and other eczema; unspecified cause
3013,692.9,Cyproheptadine,Contact dermatitis and other eczema; unspecified cause
8333,692.9,Pine tar,Contact dermatitis and other eczema; unspecified cause
3638,692.9,Doxepin,Contact dermatitis and other eczema; unspecified cause
221082,692.9,Colloidal oatmeal,Contact dermatitis and other eczema; unspecified cause
466565,692.9,pramoxine / Zinc Oxide,Contact dermatitis and other eczema; unspecified cause
392454,692.9,Benzoyl Peroxide / Hydrocortisone,Contact dermatitis and other eczema; unspecified cause
1291,692.9,Bacitracin,Contact dermatitis and other eczema; unspecified cause
106964,692.9,Hydrocortisone / Lidocaine,Contact dermatitis and other eczema; unspecified cause
142440,692.9,Lidocaine Hydrochloride,Contact dermatitis and other eczema; unspecified cause
1514,692.9,Betamethasone,Contact dermatitis and other eczema; unspecified cause
104592,692.9,Cyproheptadine hydrochloride,Contact dermatitis and other eczema; unspecified cause
41126,692.9,fluticasone,Contact dermatitis and other eczema; unspecified cause
106963,692.9,Hydrocortisone / Neomycin,Contact dermatitis and other eczema; unspecified cause
17268,692.9,alclometasone dipropionate,Contact dermatitis and other eczema; unspecified cause
20875,692.9,chloroxine,Contact dermatitis and other eczema; unspecified cause
5942,692.9,Clioquinol,Contact dermatitis and other eczema; unspecified cause
2590,692.9,Clobetasol,Contact dermatitis and other eczema; unspecified cause
23033,692.9,diflorasone diacetate,Contact dermatitis and other eczema; unspecified cause
22380,692.9,decanoic acid,Contact dermatitis and other eczema; unspecified cause
10169,692.9,Sulfacetamide,Contact dermatitis and other eczema; unspecified cause
41208,692.9,halobetasol,Contact dermatitis and other eczema; unspecified cause
106955,692.9,Hydrocortisone / pramoxine,Contact dermatitis and other eczema; unspecified cause
6387,692.9,Lidocaine,Contact dermatitis and other eczema; unspecified cause
42790,692.9,Miconazole Nitrate,Contact dermatitis and other eczema; unspecified cause
1347,692.9,Beclomethasone,Contact dermatitis and other eczema; unspecified cause
10759,692.9,Triamcinolone,Contact dermatitis and other eczema; unspecified cause
10795,692.9,Triclosan,Contact dermatitis and other eczema; unspecified cause
38546,692.9,triamcinolone hexacetonide,Contact dermatitis and other eczema; unspecified cause
1588,692.9,Biotin,Contact dermatitis and other eczema; unspecified cause
2878,692.9,Cortisone,Contact dermatitis and other eczema; unspecified cause
5509,692.9,hydroquinone,Contact dermatitis and other eczema; unspecified cause
29648,692.9,methdilazine,Contact dermatitis and other eczema; unspecified cause
1039062,692.9,cornstarch,Contact dermatitis and other eczema; unspecified cause
972601,692.9,eggplant allergenic extract,Contact dermatitis and other eczema; unspecified cause
29829,692.9,methylbenzethonium,Contact dermatitis and other eczema; unspecified cause
10395,692.9,Tetracycline,Contact dermatitis and other eczema; unspecified cause
324072,692.9,dimethicone,Contact dermatitis and other eczema; unspecified cause
11246,692.9,Vitamin A,Contact dermatitis and other eczema; unspecified cause
3743,692.9,Econazole,Contact dermatitis and other eczema; unspecified cause
3498,692.9,Diphenhydramine,Contact dermatitis and other eczema; unspecified cause
342940,692.9,Pau d'arco preparation,Contact dermatitis and other eczema; unspecified cause
10328,692.9,Tannic Acid,Contact dermatitis and other eczema; unspecified cause
8640,692.9,Prednisone,Contact dermatitis and other eczema; unspecified cause
83947,692.9,tazarotene,Contact dermatitis and other eczema; unspecified cause
284637,692.9,HYLAN G-F 20,Contact dermatitis and other eczema; unspecified cause
5521,692.9,Hydroxychloroquine,Contact dermatitis and other eczema; unspecified cause
10761,692.9,Triamcinolone Acetonide,Contact dermatitis and other eczema; unspecified cause
106212,692.9,Calamine,Contact dermatitis and other eczema; unspecified cause
9471,692.9,Rose Bengal,Contact dermatitis and other eczema; unspecified cause
17145,692.9,monobenzone,Contact dermatitis and other eczema; unspecified cause
106987,692.9,Clioquinol / Hydrocortisone,Contact dermatitis and other eczema; unspecified cause
689289,692.9,chlorcyclizine / Hydrocortisone,Contact dermatitis and other eczema; unspecified cause
11251,692.9,Vitamin B Complex,Contact dermatitis and other eczema; unspecified cause
3108,692.9,Dapsone,Contact dermatitis and other eczema; unspecified cause
2890,692.9,Cosyntropin,Contact dermatitis and other eczema; unspecified cause
5463,692.9,Hyaluronic Acid,Contact dermatitis and other eczema; unspecified cause
3435,692.9,Iodoquinol,Contact dermatitis and other eczema; unspecified cause
618974,692.9,4-Aminobenzoate,Contact dermatitis and other eczema; unspecified cause
25126,692.9,fluocinolone,Contact dermatitis and other eczema; unspecified cause
8638,692.9,prednisolone,Contact dermatitis and other eczema; unspecified cause
5645,692.9,ichthammol,Contact dermatitis and other eczema; unspecified cause
4910,692.9,Glycerin,Contact dermatitis and other eczema; unspecified cause
31738,692.9,nickel sulfate,Contact dermatitis and other eczema; unspecified cause
892484,692.9,strawberry allergenic extract,Contact dermatitis and other eczema; unspecified cause
690740,692.9,Sulfacetamide / Sulfur,Contact dermatitis and other eczema; unspecified cause
62372,692.9,hyaluronate,Contact dermatitis and other eczema; unspecified cause
227897,692.9,Betamethasone valerate,Contact dermatitis and other eczema; unspecified cause
81864,692.9,alitretinoin,Contact dermatitis and other eczema; unspecified cause
7456,692.9,Nitrogen,Contact dermatitis and other eczema; unspecified cause
283829,692.9,CIDER VINEGAR,Contact dermatitis and other eczema; unspecified cause
236809,692.9,Ginkgo biloba extract,Contact dermatitis and other eczema; unspecified cause
21245,692.9,Clobetasol Propionate,Contact dermatitis and other eczema; unspecified cause
235725,692.9,Chlorcyclizine hydrochloride,Contact dermatitis and other eczema; unspecified cause
6135,692.9,Ketoconazole,Contact dermatitis and other eczema; unspecified cause
6854,692.9,Methoxsalen,Contact dermatitis and other eczema; unspecified cause
21389,692.9,cocoa butter,Contact dermatitis and other eczema; unspecified cause
2354,692.9,chlorcyclizine,Contact dermatitis and other eczema; unspecified cause
1348,692.9,Beclomethasone Dipropionate,Contact dermatitis and other eczema; unspecified cause
3254,692.9,Desonide,Contact dermatitis and other eczema; unspecified cause
10323,692.9,Talc,Contact dermatitis and other eczema; unspecified cause
689867,692.9,Clioquinol / Hydrocortisone / pramoxine,Contact dermatitis and other eczema; unspecified cause
4462,692.9,Fluocinonide,Contact dermatitis and other eczema; unspecified cause
321952,692.9,Pimecrolimus,Contact dermatitis and other eczema; unspecified cause
89821,692.9,Witch Hazel,Contact dermatitis and other eczema; unspecified cause
33290,692.9,phenol,Contact dermatitis and other eczema; unspecified cause
28393,692.9,Lactic acid,Contact dermatitis and other eczema; unspecified cause
10844,692.9,Trioxsalen,Contact dermatitis and other eczema; unspecified cause
5492,692.9,Hydrocortisone,Contact dermatitis and other eczema; unspecified cause
34347,692.9,pramoxine,Contact dermatitis and other eczema; unspecified cause
8604,692.9,Potassium Permanganate,Contact dermatitis and other eczema; unspecified cause
82074,692.9,Petrolatum  White,Contact dermatitis and other eczema; unspecified cause
3640,692.9,Doxycycline,Contact dermatitis and other eczema; unspecified cause
6814,692.9,Methadyl Acetate,Contact dermatitis and other eczema; unspecified cause
91263,692.9,Aloe Extract,Contact dermatitis and other eczema; unspecified cause
968170,692.9,polidocanol,Contact dermatitis and other eczema; unspecified cause
74,692.9,4-Aminobenzoic Acid,Contact dermatitis and other eczema; unspecified cause
50121,692.9,Fluticasone propionate,Contact dermatitis and other eczema; unspecified cause
3264,694,Dexamethasone,Bullous dermatoses
10761,694,Triamcinolone Acetonide,Bullous dermatoses
2878,694,Cortisone,Bullous dermatoses
1514,694,Betamethasone,Bullous dermatoses
8638,694,prednisolone,Bullous dermatoses
10759,694,Triamcinolone,Bullous dermatoses
6902,694,Methylprednisolone,Bullous dermatoses
8640,694,Prednisone,Bullous dermatoses
5492,694,Hydrocortisone,Bullous dermatoses
121191,694,rituximab,Bullous dermatoses
10188,694.0,Sulfapyridine,Dermatitis herpetiformis
1514,694.0,Betamethasone,Dermatitis herpetiformis
2878,694.0,Cortisone,Dermatitis herpetiformis
10761,694.0,Triamcinolone Acetonide,Dermatitis herpetiformis
10759,694.0,Triamcinolone,Dermatitis herpetiformis
3264,694.0,Dexamethasone,Dermatitis herpetiformis
8638,694.0,prednisolone,Dermatitis herpetiformis
3108,694.0,Dapsone,Dermatitis herpetiformis
8640,694.0,Prednisone,Dermatitis herpetiformis
5492,694.0,Hydrocortisone,Dermatitis herpetiformis
6902,694.0,Methylprednisolone,Dermatitis herpetiformis
1256,694.4,Azathioprine,Pemphigus
20863,694.4,chloroquine phosphate,Pemphigus
7145,694.4,Mycophenolic Acid,Pemphigus
68149,694.4,mycophenolate mofetil,Pemphigus
6902,694.4,Methylprednisolone,Pemphigus
121191,694.4,rituximab,Pemphigus
42386,694.4,Immunoglobulins  Intravenous,Pemphigus
18516,694.4,attapulgite,Pemphigus
2393,694.4,Chloroquine,Pemphigus
2890,694.4,Cosyntropin,Pemphigus
8640,694.4,Prednisone,Pemphigus
8638,694.4,prednisolone,Pemphigus
3264,694.4,Dexamethasone,Pemphigus
74,694.4,4-Aminobenzoic Acid,Pemphigus
5492,694.4,Hydrocortisone,Pemphigus
1227,694.4,Auranofin,Pemphigus
2878,694.4,Cortisone,Pemphigus
10759,694.4,Triamcinolone,Pemphigus
618974,694.4,4-Aminobenzoate,Pemphigus
1514,694.4,Betamethasone,Pemphigus
451796,694.4,Chloroquine hydrochloride,Pemphigus
10761,694.4,Triamcinolone Acetonide,Pemphigus
10188,694.5,Sulfapyridine,Pemphigoid
27169,694.5,leflunomide,Pemphigoid
2714,694.5,Collagen,Pemphigoid
70223,694.5,Aldesleukin,Pemphigoid
3108,694.6,Dapsone,Benign mucous membrane pemphigoid
3108,694.60,Dapsone,Benign mucous membrane pemphigoid without mention of ocular involvement
10432,694.8,Thalidomide,Other specified bullous dermatoses
10761,694.9,Triamcinolone Acetonide,Bullous dermatoses NOS
8638,694.9,prednisolone,Bullous dermatoses NOS
1514,694.9,Betamethasone,Bullous dermatoses NOS
5492,694.9,Hydrocortisone,Bullous dermatoses NOS
6902,694.9,Methylprednisolone,Bullous dermatoses NOS
8640,694.9,Prednisone,Bullous dermatoses NOS
10759,694.9,Triamcinolone,Bullous dermatoses NOS
3264,694.9,Dexamethasone,Bullous dermatoses NOS
2878,694.9,Cortisone,Bullous dermatoses NOS
121191,694.9,rituximab,Bullous dermatoses NOS
1514,695,Betamethasone,Erythematous conditions
30125,695,modafinil,Erythematous conditions
899470,695,plum allergenic extract,Erythematous conditions
214525,695,doxorubicin liposomal,Erythematous conditions
3640,695,Doxycycline,Erythematous conditions
2592,695,Clofazimine,Erythematous conditions
6762,695,Merbromin,Erythematous conditions
892575,695,peach allergenic extract,Erythematous conditions
8638,695,prednisolone,Erythematous conditions
6922,695,Metronidazole,Erythematous conditions
236083,695,Alendronic acid,Erythematous conditions
3100,695,Dactinomycin,Erythematous conditions
10761,695,Triamcinolone Acetonide,Erythematous conditions
891637,695,kidney bean allergenic extract,Erythematous conditions
618278,695,Azelate,Erythematous conditions
5492,695,Hydrocortisone,Erythematous conditions
18602,695,azelaic acid,Erythematous conditions
901307,695,sweet potato allergenic extract,Erythematous conditions
307387,695,Plum Preparation,Erythematous conditions
2878,695,Cortisone,Erythematous conditions
83947,695,tazarotene,Erythematous conditions
142433,695,Doxorubicin Hydrochloride,Erythematous conditions
10759,695,Triamcinolone,Erythematous conditions
56946,695,Paclitaxel,Erythematous conditions
3264,695,Dexamethasone,Erythematous conditions
376,695,Corticotropin,Erythematous conditions
1418,695,Benzoyl Peroxide,Erythematous conditions
259276,695,pine bark extract,Erythematous conditions
2194,695,Cefuroxime,Erythematous conditions
10432,695,Thalidomide,Erythematous conditions
70223,695,Aldesleukin,Erythematous conditions
8640,695,Prednisone,Erythematous conditions
6902,695,Methylprednisolone,Erythematous conditions
31738,695,nickel sulfate,Erythematous conditions
23663,695,doxycycline hyclate,Erythematous conditions
135391,695,olopatadine,Erythematous conditions
5492,695.1,Hydrocortisone,Erythema multiforme
8638,695.1,prednisolone,Erythema multiforme
1514,695.1,Betamethasone,Erythema multiforme
30125,695.1,modafinil,Erythema multiforme
10432,695.1,Thalidomide,Erythema multiforme
10761,695.1,Triamcinolone Acetonide,Erythema multiforme
8640,695.1,Prednisone,Erythema multiforme
54214,695.1,OspA protein,Erythema multiforme
376,695.1,Corticotropin,Erythema multiforme
10759,695.1,Triamcinolone,Erythema multiforme
2878,695.1,Cortisone,Erythema multiforme
6902,695.1,Methylprednisolone,Erythema multiforme
3264,695.1,Dexamethasone,Erythema multiforme
376,695.10,Corticotropin,Erythema multiforme; unspecified
5492,695.10,Hydrocortisone,Erythema multiforme; unspecified
6902,695.10,Methylprednisolone,Erythema multiforme; unspecified
10432,695.10,Thalidomide,Erythema multiforme; unspecified
8638,695.10,prednisolone,Erythema multiforme; unspecified
54214,695.10,OspA protein,Erythema multiforme; unspecified
2878,695.10,Cortisone,Erythema multiforme; unspecified
10759,695.10,Triamcinolone,Erythema multiforme; unspecified
30125,695.10,modafinil,Erythema multiforme; unspecified
8640,695.10,Prednisone,Erythema multiforme; unspecified
3264,695.10,Dexamethasone,Erythema multiforme; unspecified
1514,695.10,Betamethasone,Erythema multiforme; unspecified
10761,695.10,Triamcinolone Acetonide,Erythema multiforme; unspecified
30125,695.12,modafinil,Erythema multiforme major
30125,695.13,modafinil,Stevens-Johnson syndrome
121243,695.15,voriconazole,Toxic epidermal necrolysis
892653,695.15,chicken allergenic extract,Toxic epidermal necrolysis
138099,695.15,gemifloxacin,Toxic epidermal necrolysis
1272,695.15,Aztreonam,Toxic epidermal necrolysis
56946,695.15,Paclitaxel,Toxic epidermal necrolysis
4053,695.15,Erythromycin,Toxic epidermal necrolysis
42386,695.15,Immunoglobulins  Intravenous,Toxic epidermal necrolysis
37319,695.15,sulconazole,Toxic epidermal necrolysis
60212,695.15,Atovaquone,Toxic epidermal necrolysis
8691,695.15,Primidone,Toxic epidermal necrolysis
4083,695.15,Estradiol,Toxic epidermal necrolysis
82806,695.15,Fosphenytoin sodium,Toxic epidermal necrolysis
24347,695.15,erythromycin lactobionate,Toxic epidermal necrolysis
7975,695.15,Penicillamine,Toxic epidermal necrolysis
1426,695.15,Benzyl Alcohol,Toxic epidermal necrolysis
2373,695.15,Chlormezanone,Toxic epidermal necrolysis
2187,695.15,Cefotetan,Toxic epidermal necrolysis
596,695.15,Alprazolam,Toxic epidermal necrolysis
2193,695.15,Ceftriaxone,Toxic epidermal necrolysis
8597,695.2,Potassium Iodide,Erythema nodosum
10432,695.2,Thalidomide,Erythema nodosum
2592,695.2,Clofazimine,Erythema nodosum
39171,695.3,Brimonidine tartrate,Rosacea
3264,695.3,Dexamethasone,Rosacea
6922,695.3,Metronidazole,Rosacea
35382,695.3,resorcinol,Rosacea
235486,695.3,Dexamethasone phosphate,Rosacea
6980,695.3,Minocycline,Rosacea
4462,695.3,Fluocinonide,Rosacea
8333,695.3,Pine tar,Rosacea
142432,695.3,Clonidine Hydrochloride,Rosacea
618278,695.3,Azelate,Rosacea
142446,695.3,tetracycline hydrochloride,Rosacea
10223,695.3,Sulfur,Rosacea
18602,695.3,azelaic acid,Rosacea
23663,695.3,doxycycline hyclate,Rosacea
82101,695.3,Sulfacetamide Sodium,Rosacea
10395,695.3,Tetracycline,Rosacea
285149,695.3,Banana Extract,Rosacea
6064,695.3,Isotretinoin,Rosacea
690740,695.3,Sulfacetamide / Sulfur,Rosacea
8638,695.3,prednisolone,Rosacea
35619,695.3,rifaximin,Rosacea
1418,695.3,Benzoyl Peroxide,Rosacea
10169,695.3,Sulfacetamide,Rosacea
7821,695.3,Oxytetracycline,Rosacea
52177,695.3,loteprednol etabonate,Rosacea
2590,695.3,Clobetasol,Rosacea
891830,695.3,banana allergenic extract,Rosacea
134615,695.3,brimonidine,Rosacea
2599,695.3,Clonidine,Rosacea
3640,695.3,Doxycycline,Rosacea
221083,695.3,SULFUR COLLOIDAL,Rosacea
809864,695.4,C1 inhibitor (Human),Lupus erythematosus
10761,695.4,Triamcinolone Acetonide,Lupus erythematosus
2714,695.4,Collagen,Lupus erythematosus
5492,695.4,Hydrocortisone,Lupus erythematosus
235838,695.4,Terbinafine hydrochloride,Lupus erythematosus
20863,695.4,chloroquine phosphate,Lupus erythematosus
6814,695.4,Methadyl Acetate,Lupus erythematosus
37801,695.4,terbinafine,Lupus erythematosus
975119,695.4,turkey allergenic extract,Lupus erythematosus
3640,695.4,Doxycycline,Lupus erythematosus
598,695.4,Alprostadil,Lupus erythematosus
82806,695.4,Fosphenytoin sodium,Lupus erythematosus
1011017,695.4,poppy seed allergenic extract,Lupus erythematosus
1348,695.4,Beclomethasone Dipropionate,Lupus erythematosus
2878,695.4,Cortisone,Lupus erythematosus
155122,695.4,Phenolphthalein,Lupus erythematosus
10432,695.4,Thalidomide,Lupus erythematosus
2393,695.4,Chloroquine,Lupus erythematosus
32926,695.4,paregoric,Lupus erythematosus
2890,695.4,Cosyntropin,Lupus erythematosus
23663,695.4,doxycycline hyclate,Lupus erythematosus
140587,695.4,celecoxib,Lupus erythematosus
972480,695.4,red currant allergenic extract,Lupus erythematosus
6750,695.4,Menthol,Lupus erythematosus
451796,695.4,Chloroquine hydrochloride,Lupus erythematosus
8638,695.4,prednisolone,Lupus erythematosus
5521,695.4,Hydroxychloroquine,Lupus erythematosus
1901,695.4,Calcium Chloride,Lupus erythematosus
4603,695.4,Furosemide,Lupus erythematosus
6383,695.4,Luteinizing Hormone,Lupus erythematosus
42547,695.4,Aurothiomalate,Lupus erythematosus
8640,695.4,Prednisone,Lupus erythematosus
4917,695.4,Nitroglycerin,Lupus erythematosus
28393,695.4,Lactic acid,Lupus erythematosus
321952,695.4,Pimecrolimus,Lupus erythematosus
52358,695.4,MAGNESIUM GLUCONATE,Lupus erythematosus
6902,695.4,Methylprednisolone,Lupus erythematosus
4083,695.4,Estradiol,Lupus erythematosus
8591,695.4,Potassium Chloride,Lupus erythematosus
1596,695.4,Bisacodyl,Lupus erythematosus
2296,695.4,Charcoal,Lupus erythematosus
376,695.4,Corticotropin,Lupus erythematosus
114202,695.4,Lactate,Lupus erythematosus
1514,695.4,Betamethasone,Lupus erythematosus
899661,695.4,cauliflower allergenic extract,Lupus erythematosus
153972,695.4,Hydroxychloroquine Sulfate,Lupus erythematosus
68149,695.4,mycophenolate mofetil,Lupus erythematosus
11248,695.4,Vitamin B 12,Lupus erythematosus
9796,695.4,Simethicone,Lupus erythematosus
191831,695.4,infliximab,Lupus erythematosus
7833,695.4,aminosalicylic acid,Lupus erythematosus
3264,695.4,Dexamethasone,Lupus erythematosus
6585,695.4,Magnesium Sulfate,Lupus erythematosus
10759,695.4,Triamcinolone,Lupus erythematosus
36721,695.4,sodium sulfate,Lupus erythematosus
1426,695.81,Benzyl Alcohol,Ritter's disease
46241,695.89,aluminum chloride,Other specified erythematous conditions
2878,695.89,Cortisone,Other specified erythematous conditions
191831,695.89,infliximab,Other specified erythematous conditions
203214,695.89,Diclofenac Sodium,Other specified erythematous conditions
8183,695.89,Phenytoin,Other specified erythematous conditions
6932,695.89,Miconazole,Other specified erythematous conditions
508,695.89,Allantoin,Other specified erythematous conditions
3008,695.89,Cyclosporine,Other specified erythematous conditions
61148,695.89,Somatropin,Other specified erythematous conditions
20875,695.89,chloroxine,Other specified erythematous conditions
2915,695.89,Creosote,Other specified erythematous conditions
283829,695.89,CIDER VINEGAR,Other specified erythematous conditions
11253,695.89,Vitamin D,Other specified erythematous conditions
6102,695.89,Kaolin,Other specified erythematous conditions
3966,695.89,Ephedrine,Other specified erythematous conditions
4500,695.89,Flurandrenolide,Other specified erythematous conditions
10169,695.89,Sulfacetamide,Other specified erythematous conditions
11295,695.89,Water,Other specified erythematous conditions
37859,695.89,testosterone enanthate,Other specified erythematous conditions
2231,695.89,Cephalexin,Other specified erythematous conditions
3355,695.89,Diclofenac,Other specified erythematous conditions
1399,695.89,Benzocaine,Other specified erythematous conditions
6980,695.89,Minocycline,Other specified erythematous conditions
899448,695.89,lettuce allergenic extract,Other specified erythematous conditions
23663,695.89,doxycycline hyclate,Other specified erythematous conditions
1418,695.89,Benzoyl Peroxide,Other specified erythematous conditions
7676,695.89,Opium,Other specified erythematous conditions
2635,695.89,Coal Tar,Other specified erythematous conditions
10759,695.89,Triamcinolone,Other specified erythematous conditions
2890,695.89,Cosyntropin,Other specified erythematous conditions
1011418,695.89,watercress allergenic extract,Other specified erythematous conditions
236077,695.89,cyclosporine  modified,Other specified erythematous conditions
835827,695.89,testosterone cypionate,Other specified erythematous conditions
3640,695.89,Doxycycline,Other specified erythematous conditions
7024,695.89,Molybdenum,Other specified erythematous conditions
892632,695.89,potato allergenic extract,Other specified erythematous conditions
50121,695.89,Fluticasone propionate,Other specified erythematous conditions
36345,695.89,selenium sulfide,Other specified erythematous conditions
974140,695.89,English sole allergenic extract,Other specified erythematous conditions
39954,695.89,Zinc Sulfate,Other specified erythematous conditions
41126,695.89,fluticasone,Other specified erythematous conditions
166283,695.89,Lidocaine / Prilocaine,Other specified erythematous conditions
2358,695.89,Chlorhexidine,Other specified erythematous conditions
6606,695.89,Malathion,Other specified erythematous conditions
214555,695.89,Etanercept,Other specified erythematous conditions
975763,695.89,dill allergenic extract,Other specified erythematous conditions
1348,695.89,Beclomethasone Dipropionate,Other specified erythematous conditions
1588,695.89,Biotin,Other specified erythematous conditions
10223,695.89,Sulfur,Other specified erythematous conditions
285228,695.89,Kava preparation,Other specified erythematous conditions
285149,695.89,Banana Extract,Other specified erythematous conditions
1011017,695.89,poppy seed allergenic extract,Other specified erythematous conditions
10761,695.89,Triamcinolone Acetonide,Other specified erythematous conditions
8727,695.89,Progesterone,Other specified erythematous conditions
72625,695.89,duloxetine,Other specified erythematous conditions
5640,695.89,Ibuprofen,Other specified erythematous conditions
35382,695.89,resorcinol,Other specified erythematous conditions
8050,695.89,Perhexiline,Other specified erythematous conditions
10379,695.89,Testosterone,Other specified erythematous conditions
16818,695.89,Acitretin,Other specified erythematous conditions
6904,695.89,Methyltestosterone,Other specified erythematous conditions
6857,695.89,Methoxyflurane,Other specified erythematous conditions
58300,695.89,Zinc Gluconate,Other specified erythematous conditions
7244,695.89,Nandrolone,Other specified erythematous conditions
2653,695.89,Cocaine,Other specified erythematous conditions
8638,695.89,prednisolone,Other specified erythematous conditions
6902,695.89,Methylprednisolone,Other specified erythematous conditions
6750,695.89,Menthol,Other specified erythematous conditions
9346,695.89,Riboflavin,Other specified erythematous conditions
587318,695.89,glycolic acid,Other specified erythematous conditions
891668,695.89,soybean allergenic extract,Other specified erythematous conditions
891771,695.89,apple allergenic extract,Other specified erythematous conditions
5293,695.89,Hexachlorophene,Other specified erythematous conditions
8588,695.89,Potassium,Other specified erythematous conditions
8640,695.89,Prednisone,Other specified erythematous conditions
899476,695.89,honeydew melon allergenic extract,Other specified erythematous conditions
69120,695.89,tiotropium,Other specified erythematous conditions
901382,695.89,lemon allergenic extract,Other specified erythematous conditions
9525,695.89,Salicylic Acid,Other specified erythematous conditions
4550,695.89,Fosfomycin,Other specified erythematous conditions
819300,695.89,golimumab,Other specified erythematous conditions
32987,695.89,pectin,Other specified erythematous conditions
20791,695.89,chlorhexidine gluconate,Other specified erythematous conditions
327361,695.89,adalimumab,Other specified erythematous conditions
42954,695.89,Vitamin B6,Other specified erythematous conditions
11002,695.89,Urea,Other specified erythematous conditions
10382,695.89,Testosterone Propionate,Other specified erythematous conditions
